ROIs_name,Values
lh_MI,0.074315597
lh_Pir,-0.029273942
lh_AVI,-0.044728849
lh_AAIC,0.257035153
lh_FOP1,-0.091160575
lh_FOP3,-0.861682077
lh_FOP2,-0.968611996
lh_PFt,0.038428762
lh_AIP,-0.276983242
lh_EC,-0.530690782
lh_PreS,-0.53308972
lh_H,0.308660933
lh_ProS,-0.921302614
lh_PeEc,-0.964709648
lh_STGa,0.338467418
lh_PBelt,-0.233973193
lh_A5,-0.861118749
lh_PHA1,-0.38836188
lh_PHA3,0.504048213
lh_STSda,-0.918678242
lh_STSdp,0.946020845
lh_STSvp,0.332734939
lh_TGd,0.288870083
lh_TE1a,0.188882385
lh_TE1p,-0.563842618
lh_TE2a,-0.942637927
lh_TF,0.733661074
lh_TE2p,-0.136769197
lh_PHT,0.709440722
lh_PH,0.581760437
lh_TPOJ1,0.56458555
lh_TPOJ2,0.770576128
lh_TPOJ3,0.244870117
lh_DVT,-0.638555391
lh_PGp,0.713463775
lh_IP2,0.559715703
lh_IP1,-0.516963247
lh_IP0,0.656649058
lh_PFop,0.411823359
lh_PF,0.144458928
lh_PFm,-0.39462591
lh_PGi,-0.832401071
lh_PGs,0.14321388
lh_V6A,-0.904245677
lh_VMV1,-0.347066908
lh_VMV3,0.76687021
lh_PHA2,-0.952269828
lh_V4t,-0.602380602
lh_FST,0.00785206
lh_V3CD,-0.267522138
lh_LO3,0.154278195
lh_VMV2,0.404405082
lh_31pd,-0.388757738
lh_31a,0.267353251
lh_VVC,0.987786839
lh_25,-0.312543633
lh_s32,0.259841223
lh_pOFC,0.726030351
lh_PoI1,0.724424847
lh_Ig,0.8382865
lh_FOP5,0.625923213
lh_p10p,-0.971678754
lh_p47r,-0.88984681
lh_TGv,0.849315996
lh_MBelt,0.048660999
lh_LBelt,0.435890806
lh_A4,0.032865974
lh_STSva,0.77776549
lh_TE1m,-0.152606118
lh_PI,0.435453138
lh_a32pr,0.304934529
lh_p24,-0.452394193
rh_V1,-0.106213952
rh_MST,0.152715245
rh_V6,0.359665619
rh_V2,0.957226619
rh_V3,-0.945018899
rh_V4,0.05443372
rh_V8,-0.359666457
rh_4,-0.951993423
rh_3b,0.229157725
rh_FEF,-0.893111349
rh_PEF,0.592192225
rh_55b,0.732831656
rh_V3A,0.392752123
rh_RSC,-0.745286605
rh_POS2,0.740840748
rh_V7,-0.974961785
rh_IPS1,-0.551750806
rh_FFC,-0.787616119
rh_V3B,0.987474713
rh_LO1,-0.840477008
rh_LO2,0.376658198
rh_PIT,0.742142432
rh_MT,-0.665545038
rh_A1,0.560530069
rh_PSL,-0.575719152
rh_SFL,0.383472431
rh_PCV,0.393503357
rh_STV,-0.150677321
rh_7Pm,0.488162564
rh_7m,0.294017587
rh_POS1,-0.15703419
rh_23d,-0.283826803
rh_v23ab,-0.861963215
rh_d23ab,-0.769864549
rh_31pv,-0.725845942
rh_5m,0.488121198
rh_5mv,0.898441833
rh_23c,-0.05342202
rh_5L,0.190211557
rh_24dd,0.948937511
rh_24dv,0.805533688
rh_7AL,-0.291157332
rh_SCEF,0.77040316
rh_6ma,-0.175171625
rh_7Am,-0.57812935
rh_7PL,0.02736185
rh_7PC,0.43047244
rh_LIPv,0.659728377
rh_VIP,-0.681854914
rh_MIP,0.58228147
rh_1,-0.71656358
rh_2,-0.596539098
rh_3a,0.5185138
rh_6d,0.165878443
rh_6mp,0.030437753
rh_6v,0.471335591
rh_p24pr,0.018272235
rh_33pr,-0.152474186
rh_a24pr,0.231376395
rh_p32pr,0.914910902
rh_a24,0.972511124
rh_d32,-0.448906476
rh_8BM,-0.982610533
rh_p32,-0.097641951
rh_10r,0.737311485
rh_47m,-0.674703867
rh_8Av,0.944772557
rh_8Ad,-0.966728832
rh_9m,-0.936824583
rh_8BL,-0.550092799
rh_9p,-0.207473265
rh_10d,-0.818833969
rh_8C,-0.961170122
rh_44,0.279561861
rh_45,0.25091133
rh_47l,0.634981686
rh_a47r,-0.916816634
rh_6r,-0.369258588
rh_IFJa,-0.247810635
rh_IFJp,-0.767235864
rh_IFSp,0.083255172
rh_IFSa,-0.943915225
rh_p9-46v,-0.643111203
rh_46,0.101217751
rh_a9-46v,0.737053732
rh_9-46d,-0.995630551
rh_9a,-0.695432755
rh_10v,0.716094982
rh_a10p,-0.469967101
rh_10pp,0.520301071
rh_11l,0.429113139
rh_13l,-0.015283241
rh_OFC,0.991170356
rh_47s,0.123080363
rh_LIPd,0.721517923
rh_6a,-0.41659568
rh_i6-8,-0.277595447
rh_s6-8,-0.689027207
rh_43,-0.532138345
rh_OP4,0.074315597
rh_OP1,-0.029273942
rh_OP2-3,-0.044728849
rh_52,0.257035153
rh_RI,-0.091160575
rh_PFcm,-0.861682077
rh_PoI2,-0.968611996
rh_TA2,0.038428762
rh_FOP4,-0.276983242
rh_MI,-0.530690782
rh_Pir,-0.53308972
rh_AVI,0.308660933
rh_AAIC,-0.921302614
rh_FOP1,-0.964709648
rh_FOP3,0.338467418
rh_FOP2,-0.233973193
rh_PFt,-0.861118749
rh_AIP,-0.38836188
rh_EC,0.504048213
rh_PreS,-0.918678242
rh_H,0.946020845
rh_ProS,0.332734939
rh_PeEc,0.288870083
rh_STGa,0.188882385
rh_PBelt,-0.563842618
rh_A5,-0.942637927
rh_PHA1,0.733661074
rh_PHA3,-0.136769197
rh_STSda,0.709440722
rh_STSdp,0.581760437
rh_STSvp,0.56458555
rh_TGd,0.770576128
rh_TE1a,0.244870117
rh_TE1p,-0.638555391
rh_TE2a,0.713463775
rh_TF,0.559715703
rh_TE2p,-0.516963247
rh_PHT,0.656649058
rh_PH,0.411823359
rh_TPOJ1,0.144458928
rh_TPOJ2,-0.39462591
rh_TPOJ3,-0.832401071
rh_DVT,0.14321388
rh_PGp,-0.904245677
rh_IP2,-0.347066908
rh_IP1,0.76687021
rh_IP0,-0.952269828
rh_PFop,-0.602380602
rh_PF,0.00785206
rh_PFm,-0.267522138
rh_PGi,0.154278195
rh_PGs,0.404405082
rh_V6A,-0.388757738
rh_VMV1,0.267353251
rh_VMV3,0.987786839
rh_PHA2,-0.312543633
rh_V4t,0.259841223
rh_FST,0.726030351
rh_V3CD,0.724424847
rh_LO3,0.8382865
rh_VMV2,0.625923213
rh_31pd,-0.971678754
rh_31a,-0.88984681
rh_VVC,0.849315996
rh_25,0.048660999
rh_s32,0.435890806
rh_pOFC,0.032865974
rh_PoI1,0.77776549
rh_Ig,-0.152606118
rh_FOP5,0.435453138
rh_p10p,0.304934529
rh_p47r,-0.452394193
rh_TGv,-0.106213952
rh_MBelt,0.152715245
rh_LBelt,0.359665619
rh_A4,0.957226619
rh_STSva,-0.945018899
rh_TE1m,0.05443372
rh_PI,-0.359666457
rh_a32pr,-0.951993423
rh_p24,0.229157725
