ROIs_name,Values
rh_A46,-0.968611996
rh_A9/46v,0.038428762
rh_A8vl,-0.276983242
rh_A6vl,-0.530690782
rh_A10l,-0.53308972
rh_A44d,0.308660933
rh_IFS,-0.921302614
rh_A45c,-0.964709648
rh_A45r,0.338467418
rh_A44op,-0.233973193
rh_A44v,-0.861118749
rh_A14m,-0.38836188
rh_A12/47o,0.504048213
rh_A11l,-0.918678242
rh_A11m,0.946020845
rh_A13,0.332734939
rh_A12/47l,0.288870083
rh_A4hf,0.188882385
rh_A6cdl,-0.563842618
rh_A4ul,-0.942637927
rh_A4t,0.733661074
rh_A4tl,-0.136769197
rh_A6cvl,0.709440722
rh_A1/2/3ll,0.581760437
rh_A4ll,0.56458555
rh_A38m,0.770576128
rh_A41/42,0.244870117
rh_TE1.0/TE1.2,-0.638555391
rh_A22c,0.713463775
rh_A38l,0.559715703
rh_A22r,-0.516963247
rh_A21c,0.656649058
rh_A21r,0.411823359
rh_A37dl,0.144458928
rh_aSTS,-0.39462591
rh_A20iv,-0.832401071
rh_A37elv,0.14321388
rh_A20r,-0.904245677
rh_A20il,-0.347066908
rh_A37vl,0.76687021
rh_A20cl,-0.952269828
rh_A20cv,-0.602380602
rh_A20rv,0.00785206
rh_A37mv,-0.267522138
rh_A37lv,0.154278195
rh_A35/36r,0.404405082
rh_A35/36c,-0.388757738
rh_TL,0.267353251
rh_A28/34,0.987786839
rh_TI,-0.312543633
rh_TH,0.259841223
rh_rpSTS,0.726030351
rh_cpSTS,0.724424847
rh_A7r,0.8382865
rh_A7c,0.625923213
rh_A5l,-0.971678754
rh_A7pc,-0.88984681
rh_A7ip,0.849315996
rh_A39c,0.048660999
rh_A39rd,0.435890806
rh_A40rd,0.032865974
rh_A40c,0.77776549
rh_A39rv,-0.152606118
rh_A40rv,0.435453138
rh_A7m,0.304934529
rh_A5m,-0.452394193
rh_dmPOS,-0.106213952
rh_A31,0.152715245
rh_A1/2/3ulhf,0.359665619
rh_A1/2/3tonIa,0.957226619
rh_A2,-0.945018899
rh_A1/2/3tru,0.05443372
rh_G,-0.359666457
rh_vIa,-0.951993423
rh_dIa,0.229157725
rh_vId/vIg,-0.893111349
rh_dIg,0.592192225
rh_dId,0.732831656
rh_A23d,0.392752123
rh_A24rv,-0.745286605
rh_A32p,0.740840748
rh_A23v,-0.974961785
rh_A24cd,-0.551750806
rh_A23c,-0.787616119
rh_A32sg,0.987474713
rh_cLinG,-0.840477008
rh_rCunG,0.376658198
rh_cCunG,0.742142432
rh_rLinG,-0.665545038
rh_vmPOS,0.560530069
rh_mOccG,-0.575719152
rh_V5/MT+,0.383472431
rh_OPC,0.393503357
rh_iOccG,-0.150677321
rh_msOccG,0.488162564
rh_lsOccG,0.294017587
